PLANT_UNQ,YEAR,CLASS,OBS_ID,COHORT,PLANT NUM,xDIAM_cm,SEEDS_DC,MEDIAN_INFL,INFL_CLASS,MAX_INFL,OBS_INLF,SEEDS_YR_INF,CAGED,WATERED
7_787,2011,A2,68,7,787,26.5,476.6,181,4,312,80,0,N,N
9_309,2011,A2,100,9,309,28,476.6,181,4,312,87,851.62125,N,N
7_786,2011,A2,67,7,786,26,476.6,181,4,312,95,0,N,N
8_736,2011,A2,80,8,736,25,476.6,181,4,312,97,949.50875,N,N
4_729,2011,A2,37,4,729,21.7,476.6,18,2,123,,,N,N
2_749,2011,A2,23,2,749,23.75,476.6,18,2,123,,,N,N
3_752,2011,A2,26,3,752,22.95,476.6,18,2,123,,,N,N
1_702,2011,A2,2,1,702,21,476.6,38,3,227,27,264.29625,Y,N
2_723,2011,A2,22,2,723,30,476.6,38,3,227,30,293.6625,Y,N
9_308,2011,A2,99,9,308,26.5,476.6,38,3,227,48,469.86,Y,N
4_730,2011,A2,38,4,730,22.5,476.6,38,3,227,49,479.64875,Y,N
4_724,2011,A2,32,4,724,27.5,476.6,181,4,312,55,538.38125,Y,N
1_711,2011,A2,11,1,711,24,476.6,181,4,312,56,548.17,Y,N
9_314,2011,A2,105,9,314,26,476.6,181,4,312,66,0,Y,N
9_310,2011,A2,101,9,310,29,476.6,181,4,312,73,714.57875,Y,N
8_739,2011,A2,83,8,739,26,476.6,181,4,312,78,763.5225,Y,N
9_316,2011,A2,107,9,316,30,476.6,181,4,312,79,773.31125,Y,N
1_713,2011,A2,13,1,713,29,476.6,181,4,312,80,783.1,Y,N
6_770,2011,A2,51,6,770,25,476.6,181,4,312,82,802.6775,Y,N
2_721,2011,A2,20,2,721,27.5,476.6,181,4,312,123,0,Y,N
7_779,2011,A3,60,7,779,32,668.1,181,4,312,58,0,N,N
5_759,2011,A3,40,5,759,36,668.1,181,4,312,68,,N,N
6_771,2011,A3,52,6,771,32.5,668.1,181,4,312,76,743.945,N,N
6_765,2011,A3,46,6,765,35,668.1,181,4,312,86,841.8325,N,N
9_315,2011,A3,106,9,315,34.5,668.1,181,4,312,100,978.875,N,N
7_789,2011,A3,70,7,789,36.5,668.1,181,4,312,109,0,N,N
8_744,2011,A3,88,8,744,34.5,668.1,181,4,312,128,,N,N
9_319,2011,A3,110,9,319,39,668.1,181,4,312,133,1301.90375,N,N
1_712,2011,A3,12,1,712,35,668.1,181,4,312,138,1350.8475,N,N
8_743,2011,A3,87,8,743,35,668.1,181,4,312,148,1448.735,N,N
8_731,2011,A3,75,8,731,32.5,668.1,181,4,312,152,1487.89,N,N
8_735,2011,A3,79,8,735,35,668.1,181,4,312,197,1928.38375,N,N
7_776,2011,A3,57,7,776,31.5,668.1,181,4,312,74,724.3675,Y,N
1_719,2011,A3,18,1,719,32.5,668.1,181,4,312,88,861.41,Y,N
3_754,2011,A3,28,3,754,32.5,668.1,181,4,312,96,0,Y,N
9_307,2011,A3,98,9,307,40.5,668.1,181,4,312,99,969.08625,Y,N
1_714,2011,A3,14,1,714,40,668.1,181,4,312,119,1164.86125,Y,N
5_764,2011,A3,45,5,764,36,668.1,181,4,312,119,0,Y,N
8_745,2011,A3,89,8,745,35,668.1,181,4,312,122,1194.2275,Y,N
1_718,2011,A3,17,1,718,35,668.1,181,4,312,126,1233.3825,Y,N
1_715,2011,A3,15,1,715,40,668.1,181,4,312,144,1409.58,Y,N
7_788,2011,A3,69,7,788,36.5,668.1,181,4,312,144,1409.58,Y,N
8_742,2011,A3,86,8,742,37.5,668.1,181,4,312,146,0,Y,N
7_790,2011,A3,71,7,790,39.5,668.1,181,4,312,227,2222.04625,Y,N
6_769,2011,A4,50,6,769,41,1860,181,4,312,79,773.31125,N,N
6_768,2011,A4,49,6,768,41,1860,181,4,312,80,783.1,N,N
5_763,2011,A4,44,5,763,43.5,1860,181,4,312,103,0,N,N
5_761,2011,A4,42,5,761,43,1860,181,4,312,130,0,N,N
7_792,2011,A4,73,7,792,50,1860,181,4,312,187,0,N,N
8_734,2011,A4,78,8,734,51,1860,181,4,312,280,0,N,N
7_791,2011,A4,72,7,791,58.5,1860,181,4,312,188,1840.285,Y,N
5_760,2011,A4,41,5,760,54,1860,181,4,312,246,2408.0325,Y,N
9_303,2011,A4,94,9,303,56,1860,181,4,312,312,3054.09,Y,N
2_1,2011,J,222,2,1,2,0,0,0,0,0,0,N,N
2_61,2011,J,223,2,61,2,0,0,0,0,0,0,N,N
2_64,2011,J,224,2,64,2,0,0,0,0,0,0,N,N
2_73,2011,J,225,2,73,2,0,0,0,0,0,0,N,N
2_74,2011,J,226,2,74,2,0,0,0,0,0,0,N,N
2_81,2011,J,227,2,81,2,0,0,0,0,0,0,N,N
2_93,2011,J,228,2,93,2,0,0,0,0,0,0,N,N
2_96,2011,J,229,2,96,2,0,0,0,0,0,0,N,N
2_97,2011,J,230,2,97,2,0,0,0,0,0,0,N,N
2_98,2011,J,231,2,98,2,0,0,0,0,0,0,N,N
8_737,2011,J,81,8,737,3.05,0,0,0,0,0,0,N,N
8_740,2011,J,84,8,740,1.85,0,0,0,0,0,0,N,N
8_741,2011,J,85,8,741,2.3,0,0,0,0,0,0,N,N
8_746,2011,J,90,8,746,2.5,0,0,0,0,0,0,N,N
2_749A,2011,J,232,2,749A,2,0,0,0,0,0,0,N,N
2_750D,2011,J,233,2,750D,2,0,0,0,0,0,0,N,N
2_750E,2011,J,234,2,750E,2,0,0,0,0,0,0,N,N
2_750F,2011,J,235,2,750F,2,0,0,0,0,0,0,N,N
2_750G,2011,J,236,2,750G,2,0,0,0,0,0,0,N,N
2_750H,2011,J,237,2,750H,2,0,0,0,0,0,0,N,N
2_750I,2011,J,238,2,750I,2,0,0,0,0,0,0,N,N
2_750J,2011,J,239,2,750J,2,0,0,0,0,0,0,N,N
2_751A,2011,J,240,2,751A,2,0,0,0,0,0,0,N,N
2_752A,2011,J,241,2,752A,2,0,0,0,0,0,0,N,N
2_752B,2011,J,242,2,752B,2,0,0,0,0,0,0,N,N
2_752C,2011,J,243,2,752C,2,0,0,0,0,0,0,N,N
2_752D,2011,J,244,2,752D,2,0,0,0,0,0,0,N,N
5_761A,2011,J,549,5,761A,2,0,0,0,0,0,0,N,N
6_772A,2011,J,573,6,772A,2,0,0,0,0,0,0,N,N
2_s155,2011,J,245,2,s155,2,0,0,0,0,0,0,N,N
2_s156,2011,J,246,2,s156,2,0,0,0,0,0,0,N,N
5_s156,2011,J,548,5,s156,2,0,0,0,0,0,0,N,N
2_s157,2011,J,247,2,s157,2,0,0,0,0,0,0,N,N
2_s158,2011,J,248,2,s158,2,0,0,0,0,0,0,N,N
2_s159,2011,J,249,2,s159,2,0,0,0,0,0,0,N,N
5_s159,2011,J,547,5,s159,2,0,0,0,0,0,0,N,N
2_s160,2011,J,250,2,s160,2,0,0,0,0,0,0,N,N
2_s161,2011,J,251,2,s161,2,0,0,0,0,0,0,N,N
2_s162,2011,J,252,2,s162,2,0,0,0,0,0,0,N,N
2_s163,2011,J,253,2,s163,2,0,0,0,0,0,0,N,N
2_s164,2011,J,254,2,s164,2,0,0,0,0,0,0,N,N
2_s165,2011,J,255,2,s165,2,0,0,0,0,0,0,N,N
2_s166,2011,J,256,2,s166,2,0,0,0,0,0,0,N,N
2_s167,2011,J,257,2,s167,2,0,0,0,0,0,0,N,N
2_s168,2011,J,258,2,s168,2,0,0,0,0,0,0,N,N
2_s169,2011,J,259,2,s169,2,0,0,0,0,0,0,N,N
2_s170,2011,J,260,2,s170,2,0,0,0,0,0,0,N,N
2_s171,2011,J,261,2,s171,2,0,0,0,0,0,0,N,N
6_s171,2011,J,570,6,s171,2,0,0,0,0,0,0,N,N
2_s172,2011,J,262,2,s172,2,0,0,0,0,0,0,N,N
6_s172,2011,J,571,6,s172,2,0,0,0,0,0,0,N,N
2_s173,2011,J,263,2,s173,2,0,0,0,0,0,0,N,N
6_s173,2011,J,572,6,s173,2,0,0,0,0,0,0,N,N
2_s174,2011,J,264,2,s174,2,0,0,0,0,0,0,N,N
5_s174,2011,J,550,5,s174,2,0,0,0,0,0,0,N,N
2_s175,2011,J,265,2,s175,2,0,0,0,0,0,0,N,N
5_s175,2011,J,551,5,s175,2,0,0,0,0,0,0,N,N
2_s176,2011,J,266,2,s176,2,0,0,0,0,0,0,N,N
5_s176,2011,J,552,5,s176,2,0,0,0,0,0,0,N,N
2_s177,2011,J,267,2,s177,2,0,0,0,0,0,0,N,N
2_s178,2011,J,268,2,s178,2,0,0,0,0,0,0,N,N
2_s179,2011,J,269,2,s179,2,0,0,0,0,0,0,N,N
2_s180,2011,J,270,2,s180,2,0,0,0,0,0,0,N,N
2_s181,2011,J,271,2,s181,2,0,0,0,0,0,0,N,N
2_s182,2011,J,272,2,s182,2,0,0,0,0,0,0,N,N
2_s183,2011,J,273,2,s183,2,0,0,0,0,0,0,N,N
2_s184,2011,J,274,2,s184,2,0,0,0,0,0,0,N,N
2_s185,2011,J,275,2,s185,2,0,0,0,0,0,0,N,N
2_s186,2011,J,276,2,s186,2,0,0,0,0,0,0,N,N
2_s187,2011,J,277,2,s187,2,0,0,0,0,0,0,N,N
2_s188,2011,J,278,2,s188,2,0,0,0,0,0,0,N,N
2_s189,2011,J,279,2,s189,2,0,0,0,0,0,0,N,N
2_s190,2011,J,280,2,s190,2,0,0,0,0,0,0,N,N
2_s191,2011,J,281,2,s191,2,0,0,0,0,0,0,N,N
2_s192,2011,J,282,2,s192,2,0,0,0,0,0,0,N,N
2_s193,2011,J,283,2,s193,2,0,0,0,0,0,0,N,N
2_s194,2011,J,284,2,s194,2,0,0,0,0,0,0,N,N
2_s195,2011,J,285,2,s195,2,0,0,0,0,0,0,N,N
2_s196,2011,J,286,2,s196,2,0,0,0,0,0,0,N,N
2_s197,2011,J,287,2,s197,2,0,0,0,0,0,0,N,N
2_s198,2011,J,288,2,s198,2,0,0,0,0,0,0,N,N
2_s199,2011,J,289,2,s199,2,0,0,0,0,0,0,N,N
2_s200,2011,J,290,2,s200,2,0,0,0,0,0,0,N,N
2_s201,2011,J,291,2,s201,2,0,0,0,0,0,0,N,N
2_s202,2011,J,292,2,s202,2,0,0,0,0,0,0,N,N
2_s203,2011,J,293,2,s203,2,0,0,0,0,0,0,N,N
2_s204,2011,J,294,2,s204,2,0,0,0,0,0,0,N,N
2_s205,2011,J,295,2,s205,2,0,0,0,0,0,0,N,N
2_s206,2011,J,296,2,s206,2,0,0,0,0,0,0,N,N
2_s207,2011,J,297,2,s207,2,0,0,0,0,0,0,N,N
2_s208,2011,J,298,2,s208,2,0,0,0,0,0,0,N,N
2_s209,2011,J,299,2,s209,2,0,0,0,0,0,0,N,N
2_s210,2011,J,300,2,s210,2,0,0,0,0,0,0,N,N
2_s211,2011,J,301,2,s211,2,0,0,0,0,0,0,N,N
2_s212,2011,J,302,2,s212,2,0,0,0,0,0,0,N,N
2_s213,2011,J,303,2,s213,2,0,0,0,0,0,0,N,N
2_s214,2011,J,304,2,s214,2,0,0,0,0,0,0,N,N
2_s215,2011,J,305,2,s215,2,0,0,0,0,0,0,N,N
2_s216,2011,J,306,2,s216,2,0,0,0,0,0,0,N,N
2_s217,2011,J,307,2,s217,2,0,0,0,0,0,0,N,N
2_s218,2011,J,308,2,s218,2,0,0,0,0,0,0,N,N
2_s219,2011,J,309,2,s219,2,0,0,0,0,0,0,N,N
2_s220,2011,J,310,2,s220,2,0,0,0,0,0,0,N,N
2_s221,2011,J,311,2,s221,2,0,0,0,0,0,0,N,N
2_s222,2011,J,312,2,s222,2,0,0,0,0,0,0,N,N
2_s223,2011,J,313,2,s223,2,0,0,0,0,0,0,N,N
2_s224,2011,J,314,2,s224,2,0,0,0,0,0,0,N,N
2_s225,2011,J,315,2,s225,2,0,0,0,0,0,0,N,N
2_s226,2011,J,316,2,s226,2,0,0,0,0,0,0,N,N
2_s227,2011,J,317,2,s227,2,0,0,0,0,0,0,N,N
2_s228,2011,J,318,2,s228,2,0,0,0,0,0,0,N,N
2_s229,2011,J,319,2,s229,2,0,0,0,0,0,0,N,N
2_s230,2011,J,320,2,s230,2,0,0,0,0,0,0,N,N
2_s231,2011,J,321,2,s231,2,0,0,0,0,0,0,N,N
2_s232,2011,J,322,2,s232,2,0,0,0,0,0,0,N,N
2_s233,2011,J,323,2,s233,2,0,0,0,0,0,0,N,N
2_s234,2011,J,324,2,s234,2,0,0,0,0,0,0,N,N
2_s235,2011,J,325,2,s235,2,0,0,0,0,0,0,N,N
2_s236,2011,J,326,2,s236,2,0,0,0,0,0,0,N,N
2_s237,2011,J,327,2,s237,2,0,0,0,0,0,0,N,N
2_s238,2011,J,328,2,s238,2,0,0,0,0,0,0,N,N
2_s239,2011,J,329,2,s239,2,0,0,0,0,0,0,N,N
2_s240,2011,J,330,2,s240,2,0,0,0,0,0,0,N,N
2_s241,2011,J,331,2,s241,2,0,0,0,0,0,0,N,N
2_s242,2011,J,332,2,s242,2,0,0,0,0,0,0,N,N
2_s243,2011,J,333,2,s243,2,0,0,0,0,0,0,N,N
2_s244,2011,J,334,2,s244,2,0,0,0,0,0,0,N,N
2_s245,2011,J,335,2,s245,2,0,0,0,0,0,0,N,N
2_s246,2011,J,336,2,s246,2,0,0,0,0,0,0,N,N
2_s247,2011,J,337,2,s247,2,0,0,0,0,0,0,N,N
2_s248,2011,J,338,2,s248,2,0,0,0,0,0,0,N,N
2_s249,2011,J,339,2,s249,2,0,0,0,0,0,0,N,N
2_s250,2011,J,340,2,s250,2,0,0,0,0,0,0,N,N
2_s251,2011,J,341,2,s251,2,0,0,0,0,0,0,N,N
2_s252,2011,J,342,2,s252,2,0,0,0,0,0,0,N,N
2_s253,2011,J,343,2,s253,2,0,0,0,0,0,0,N,N
2_s254,2011,J,344,2,s254,2,0,0,0,0,0,0,N,N
2_s255,2011,J,345,2,s255,2,0,0,0,0,0,0,N,N
2_s256,2011,J,346,2,s256,2,0,0,0,0,0,0,N,N
2_s257,2011,J,347,2,s257,2,0,0,0,0,0,0,N,N
2_s258,2011,J,348,2,s258,2,0,0,0,0,0,0,N,N
2_s259,2011,J,349,2,s259,2,0,0,0,0,0,0,N,N
2_s260,2011,J,350,2,s260,2,0,0,0,0,0,0,N,N
2_s261,2011,J,351,2,s261,2,0,0,0,0,0,0,N,N
2_s262,2011,J,352,2,s262,2,0,0,0,0,0,0,N,N
2_s263,2011,J,353,2,s263,2,0,0,0,0,0,0,N,N
2_s264,2011,J,354,2,s264,2,0,0,0,0,0,0,N,N
2_s265,2011,J,355,2,s265,2,0,0,0,0,0,0,N,N
2_s266,2011,J,356,2,s266,2,0,0,0,0,0,0,N,N
2_s267,2011,J,357,2,s267,2,0,0,0,0,0,0,N,N
2_s268,2011,J,358,2,s268,2,0,0,0,0,0,0,N,N
2_s269,2011,J,359,2,s269,2,0,0,0,0,0,0,N,N
2_s270,2011,J,360,2,s270,2,0,0,0,0,0,0,N,N
2_s271,2011,J,361,2,s271,2,0,0,0,0,0,0,N,N
2_s272,2011,J,362,2,s272,2,0,0,0,0,0,0,N,N
2_s273,2011,J,363,2,s273,2,0,0,0,0,0,0,N,N
2_s274,2011,J,364,2,s274,2,0,0,0,0,0,0,N,N
2_s275,2011,J,365,2,s275,2,0,0,0,0,0,0,N,N
2_s276,2011,J,366,2,s276,2,0,0,0,0,0,0,N,N
2_s277,2011,J,367,2,s277,2,0,0,0,0,0,0,N,N
2_s278,2011,J,368,2,s278,2,0,0,0,0,0,0,N,N
2_s279,2011,J,369,2,s279,2,0,0,0,0,0,0,N,N
2_s280,2011,J,370,2,s280,2,0,0,0,0,0,0,N,N
2_s281,2011,J,371,2,s281,2,0,0,0,0,0,0,N,N
2_s282,2011,J,372,2,s282,2,0,0,0,0,0,0,N,N
2_s283,2011,J,373,2,s283,2,0,0,0,0,0,0,N,N
2_s284,2011,J,374,2,s284,2,0,0,0,0,0,0,N,N
2_s285,2011,J,375,2,s285,2,0,0,0,0,0,0,N,N
2_s286,2011,J,376,2,s286,2,0,0,0,0,0,0,N,N
2_s287,2011,J,377,2,s287,2,0,0,0,0,0,0,N,N
2_s288,2011,J,378,2,s288,2,0,0,0,0,0,0,N,N
1_706,2011,J,6,1,706,4,0,0,0,0,1,0,N,N
9_317,2011,J,108,9,317,9,0,5,1,111,2,0,N,N
8_747,2011,J,91,8,747,1.1,0,0,0,0,0,0,Y,N
2_750,2011,J,24,2,750,8,0,0,0,0,0,0,Y,N
8_7481,2011,J,92,8,7481,1,0,0,0,0,0,0,Y,N
8_7482,2011,J,93,8,7482,1.35,0,0,0,0,0,0,Y,N
2_749B,2011,J,379,2,749B,2,0,0,0,0,0,0,Y,N
2_749C,2011,J,380,2,749C,2,0,0,0,0,0,0,Y,N
2_749D,2011,J,381,2,749D,2,0,0,0,0,0,0,Y,N
2_749E,2011,J,382,2,749E,2,0,0,0,0,0,0,Y,N
2_749F,2011,J,383,2,749F,2,0,0,0,0,0,0,Y,N
2_749G,2011,J,384,2,749G,2,0,0,0,0,0,0,Y,N
2_749H,2011,J,385,2,749H,2,0,0,0,0,0,0,Y,N
2_750A,2011,J,386,2,750A,2,0,0,0,0,0,0,Y,N
2_750B,2011,J,387,2,750B,2,0,0,0,0,0,0,Y,N
2_750C,2011,J,388,2,750C,2,0,0,0,0,0,0,Y,N
2_s1,2011,J,0,2,s1,2,0,0,0,0,0,0,Y,N
2_s10,2011,J,398,2,s10,2,0,0,0,0,0,0,Y,N
2_s100,2011,J,488,2,s100,2,0,0,0,0,0,0,Y,N
2_s101,2011,J,489,2,s101,2,0,0,0,0,0,0,Y,N
2_s102,2011,J,490,2,s102,2,0,0,0,0,0,0,Y,N
2_s103,2011,J,491,2,s103,2,0,0,0,0,0,0,Y,N
2_s104,2011,J,492,2,s104,2,0,0,0,0,0,0,Y,N
2_s105,2011,J,493,2,s105,2,0,0,0,0,0,0,Y,N
2_s106,2011,J,494,2,s106,2,0,0,0,0,0,0,Y,N
2_s107,2011,J,495,2,s107,2,0,0,0,0,0,0,Y,N
2_s108,2011,J,496,2,s108,2,0,0,0,0,0,0,Y,N
2_s109,2011,J,497,2,s109,2,0,0,0,0,0,0,Y,N
2_s11,2011,J,399,2,s11,2,0,0,0,0,0,0,Y,N
2_s110,2011,J,498,2,s110,2,0,0,0,0,0,0,Y,N
2_s111,2011,J,499,2,s111,2,0,0,0,0,0,0,Y,N
2_s112,2011,J,500,2,s112,2,0,0,0,0,0,0,Y,N
2_s113,2011,J,501,2,s113,2,0,0,0,0,0,0,Y,N
2_s114,2011,J,502,2,s114,2,0,0,0,0,0,0,Y,N
2_s115,2011,J,503,2,s115,2,0,0,0,0,0,0,Y,N
2_s116,2011,J,504,2,s116,2,0,0,0,0,0,0,Y,N
2_s117,2011,J,505,2,s117,2,0,0,0,0,0,0,Y,N
2_s118,2011,J,506,2,s118,2,0,0,0,0,0,0,Y,N
2_s119,2011,J,507,2,s119,2,0,0,0,0,0,0,Y,N
2_s12,2011,J,400,2,s12,2,0,0,0,0,0,0,Y,N
2_s120,2011,J,508,2,s120,2,0,0,0,0,0,0,Y,N
2_s121,2011,J,509,2,s121,2,0,0,0,0,0,0,Y,N
2_s122,2011,J,510,2,s122,2,0,0,0,0,0,0,Y,N
2_s123,2011,J,511,2,s123,2,0,0,0,0,0,0,Y,N
2_s124,2011,J,512,2,s124,2,0,0,0,0,0,0,Y,N
2_s125,2011,J,513,2,s125,2,0,0,0,0,0,0,Y,N
2_s126,2011,J,514,2,s126,2,0,0,0,0,0,0,Y,N
2_s127,2011,J,515,2,s127,2,0,0,0,0,0,0,Y,N
2_s128,2011,J,516,2,s128,2,0,0,0,0,0,0,Y,N
2_s129,2011,J,517,2,s129,2,0,0,0,0,0,0,Y,N
2_s13,2011,J,401,2,s13,2,0,0,0,0,0,0,Y,N
2_s130,2011,J,518,2,s130,2,0,0,0,0,0,0,Y,N
2_s131,2011,J,519,2,s131,2,0,0,0,0,0,0,Y,N
2_s132,2011,J,520,2,s132,2,0,0,0,0,0,0,Y,N
2_s133,2011,J,521,2,s133,2,0,0,0,0,0,0,Y,N
2_s134,2011,J,522,2,s134,2,0,0,0,0,0,0,Y,N
2_s135,2011,J,523,2,s135,2,0,0,0,0,0,0,Y,N
2_s136,2011,J,524,2,s136,2,0,0,0,0,0,0,Y,N
2_s137,2011,J,525,2,s137,2,0,0,0,0,0,0,Y,N
2_s138,2011,J,526,2,s138,2,0,0,0,0,0,0,Y,N
2_s139,2011,J,527,2,s139,2,0,0,0,0,0,0,Y,N
2_s14,2011,J,402,2,s14,2,0,0,0,0,0,0,Y,N
2_s140,2011,J,528,2,s140,2,0,0,0,0,0,0,Y,N
2_s141,2011,J,529,2,s141,2,0,0,0,0,0,0,Y,N
2_s142,2011,J,530,2,s142,2,0,0,0,0,0,0,Y,N
2_s143,2011,J,531,2,s143,2,0,0,0,0,0,0,Y,N
2_s144,2011,J,532,2,s144,2,0,0,0,0,0,0,Y,N
2_s145,2011,J,533,2,s145,2,0,0,0,0,0,0,Y,N
2_s146,2011,J,534,2,s146,2,0,0,0,0,0,0,Y,N
2_s147,2011,J,535,2,s147,2,0,0,0,0,0,0,Y,N
2_s148,2011,J,536,2,s148,2,0,0,0,0,0,0,Y,N
2_s149,2011,J,537,2,s149,2,0,0,0,0,0,0,Y,N
2_s15,2011,J,403,2,s15,2,0,0,0,0,0,0,Y,N
2_s150,2011,J,538,2,s150,2,0,0,0,0,0,0,Y,N
2_s151,2011,J,539,2,s151,2,0,0,0,0,0,0,Y,N
2_s152,2011,J,540,2,s152,2,0,0,0,0,0,0,Y,N
2_s153,2011,J,541,2,s153,2,0,0,0,0,0,0,Y,N
2_s154,2011,J,542,2,s154,2,0,0,0,0,0,0,Y,N
4_s155,2011,J,543,4,s155,2,0,0,0,0,0,0,Y,N
4_s156,2011,J,544,4,s156,2,0,0,0,0,0,0,Y,N
4_s157,2011,J,545,4,s157,2,0,0,0,0,0,0,Y,N
6_s157,2011,J,556,6,s157,2,0,0,0,0,0,0,Y,N
4_s158,2011,J,546,4,s158,2,0,0,0,0,0,0,Y,N
6_s158,2011,J,557,6,s158,2,0,0,0,0,0,0,Y,N
6_s159,2011,J,558,6,s159,2,0,0,0,0,0,0,Y,N
2_s16,2011,J,404,2,s16,2,0,0,0,0,0,0,Y,N
6_s160,2011,J,559,6,s160,2,0,0,0,0,0,0,Y,N
6_s161,2011,J,560,6,s161,2,0,0,0,0,0,0,Y,N
6_s162,2011,J,561,6,s162,2,0,0,0,0,0,0,Y,N
6_s163,2011,J,562,6,s163,2,0,0,0,0,0,0,Y,N
6_s164,2011,J,563,6,s164,2,0,0,0,0,0,0,Y,N
6_s165,2011,J,564,6,s165,2,0,0,0,0,0,0,Y,N
6_s166,2011,J,565,6,s166,2,0,0,0,0,0,0,Y,N
6_s167,2011,J,566,6,s167,2,0,0,0,0,0,0,Y,N
6_s168,2011,J,567,6,s168,2,0,0,0,0,0,0,Y,N
6_s169,2011,J,568,6,s169,2,0,0,0,0,0,0,Y,N
2_s17,2011,J,405,2,s17,2,0,0,0,0,0,0,Y,N
6_s170,2011,J,569,6,s170,2,0,0,0,0,0,0,Y,N
5_s177,2011,J,553,5,s177,2,0,0,0,0,0,0,Y,N
5_s178,2011,J,554,5,s178,2,0,0,0,0,0,0,Y,N
5_s179,2011,J,555,5,s179,2,0,0,0,0,0,0,Y,N
2_s18,2011,J,406,2,s18,2,0,0,0,0,0,0,Y,N
2_s19,2011,J,407,2,s19,2,0,0,0,0,0,0,Y,N
2_s2,2011,J,390,2,s2,2,0,0,0,0,0,0,Y,N
2_s20,2011,J,408,2,s20,2,0,0,0,0,0,0,Y,N
2_s21,2011,J,409,2,s21,2,0,0,0,0,0,0,Y,N
2_s22,2011,J,410,2,s22,2,0,0,0,0,0,0,Y,N
2_s23,2011,J,411,2,s23,2,0,0,0,0,0,0,Y,N
2_s24,2011,J,412,2,s24,2,0,0,0,0,0,0,Y,N
2_s25,2011,J,413,2,s25,2,0,0,0,0,0,0,Y,N
2_s26,2011,J,414,2,s26,2,0,0,0,0,0,0,Y,N
2_s27,2011,J,415,2,s27,2,0,0,0,0,0,0,Y,N
2_s28,2011,J,416,2,s28,2,0,0,0,0,0,0,Y,N
2_s29,2011,J,417,2,s29,2,0,0,0,0,0,0,Y,N
2_s3,2011,J,391,2,s3,2,0,0,0,0,0,0,Y,N
2_s30,2011,J,418,2,s30,2,0,0,0,0,0,0,Y,N
2_s31,2011,J,419,2,s31,2,0,0,0,0,0,0,Y,N
2_s32,2011,J,420,2,s32,2,0,0,0,0,0,0,Y,N
2_s33,2011,J,421,2,s33,2,0,0,0,0,0,0,Y,N
2_s34,2011,J,422,2,s34,2,0,0,0,0,0,0,Y,N
2_s35,2011,J,423,2,s35,2,0,0,0,0,0,0,Y,N
2_s36,2011,J,424,2,s36,2,0,0,0,0,0,0,Y,N
2_s37,2011,J,425,2,s37,2,0,0,0,0,0,0,Y,N
2_s38,2011,J,426,2,s38,2,0,0,0,0,0,0,Y,N
2_s39,2011,J,427,2,s39,2,0,0,0,0,0,0,Y,N
2_s4,2011,J,392,2,s4,2,0,0,0,0,0,0,Y,N
2_s40,2011,J,428,2,s40,2,0,0,0,0,0,0,Y,N
2_s41,2011,J,429,2,s41,2,0,0,0,0,0,0,Y,N
2_s42,2011,J,430,2,s42,2,0,0,0,0,0,0,Y,N
2_s43,2011,J,431,2,s43,2,0,0,0,0,0,0,Y,N
2_s44,2011,J,432,2,s44,2,0,0,0,0,0,0,Y,N
2_s45,2011,J,433,2,s45,2,0,0,0,0,0,0,Y,N
2_s46,2011,J,434,2,s46,2,0,0,0,0,0,0,Y,N
2_s47,2011,J,435,2,s47,2,0,0,0,0,0,0,Y,N
2_s48,2011,J,436,2,s48,2,0,0,0,0,0,0,Y,N
2_s49,2011,J,437,2,s49,2,0,0,0,0,0,0,Y,N
2_s5,2011,J,393,2,s5,2,0,0,0,0,0,0,Y,N
2_s50,2011,J,438,2,s50,2,0,0,0,0,0,0,Y,N
2_s51,2011,J,439,2,s51,2,0,0,0,0,0,0,Y,N
2_s52,2011,J,440,2,s52,2,0,0,0,0,0,0,Y,N
2_s53,2011,J,441,2,s53,2,0,0,0,0,0,0,Y,N
2_s54,2011,J,442,2,s54,2,0,0,0,0,0,0,Y,N
2_s55,2011,J,443,2,s55,2,0,0,0,0,0,0,Y,N
2_s56,2011,J,444,2,s56,2,0,0,0,0,0,0,Y,N
2_s57,2011,J,445,2,s57,2,0,0,0,0,0,0,Y,N
2_s58,2011,J,446,2,s58,2,0,0,0,0,0,0,Y,N
2_s59,2011,J,447,2,s59,2,0,0,0,0,0,0,Y,N
2_s6,2011,J,394,2,s6,2,0,0,0,0,0,0,Y,N
2_s60,2011,J,448,2,s60,2,0,0,0,0,0,0,Y,N
2_s61,2011,J,449,2,s61,2,0,0,0,0,0,0,Y,N
2_s62,2011,J,450,2,s62,2,0,0,0,0,0,0,Y,N
2_s63,2011,J,451,2,s63,2,0,0,0,0,0,0,Y,N
2_s64,2011,J,452,2,s64,2,0,0,0,0,0,0,Y,N
2_s65,2011,J,453,2,s65,2,0,0,0,0,0,0,Y,N
2_s66,2011,J,454,2,s66,2,0,0,0,0,0,0,Y,N
2_s67,2011,J,455,2,s67,2,0,0,0,0,0,0,Y,N
2_s68,2011,J,456,2,s68,2,0,0,0,0,0,0,Y,N
2_s69,2011,J,457,2,s69,2,0,0,0,0,0,0,Y,N
2_s7,2011,J,395,2,s7,2,0,0,0,0,0,0,Y,N
2_s70,2011,J,458,2,s70,2,0,0,0,0,0,0,Y,N
2_s71,2011,J,459,2,s71,2,0,0,0,0,0,0,Y,N
2_s72,2011,J,460,2,s72,2,0,0,0,0,0,0,Y,N
