PLANT_UNQ,YEAR,CLASS,OBS_ID,COHORT,PLANT NUM,xDIAM_cm,SEEDS_DC,MEDIAN_INFL,INFL_CLASS,MAX_INFL,OBS_INLF,SEEDS_YR_INF,CAGED,WATERED
2_s73,2011,J,461,2,s73,2,0,0,0,0,0,0,Y,N
2_s74,2011,J,462,2,s74,2,0,0,0,0,0,0,Y,N
2_s75,2011,J,463,2,s75,2,0,0,0,0,0,0,Y,N
2_s76,2011,J,464,2,s76,2,0,0,0,0,0,0,Y,N
2_s77,2011,J,465,2,s77,2,0,0,0,0,0,0,Y,N
2_s78,2011,J,466,2,s78,2,0,0,0,0,0,0,Y,N
2_s79,2011,J,467,2,s79,2,0,0,0,0,0,0,Y,N
2_s8,2011,J,396,2,s8,2,0,0,0,0,0,0,Y,N
2_s80,2011,J,468,2,s80,2,0,0,0,0,0,0,Y,N
2_s81,2011,J,469,2,s81,2,0,0,0,0,0,0,Y,N
2_s82,2011,J,470,2,s82,2,0,0,0,0,0,0,Y,N
2_s83,2011,J,471,2,s83,2,0,0,0,0,0,0,Y,N
2_s84,2011,J,472,2,s84,2,0,0,0,0,0,0,Y,N
2_s85,2011,J,473,2,s85,2,0,0,0,0,0,0,Y,N
2_s86,2011,J,474,2,s86,2,0,0,0,0,0,0,Y,N
2_s87,2011,J,475,2,s87,2,0,0,0,0,0,0,Y,N
2_s88,2011,J,476,2,s88,2,0,0,0,0,0,0,Y,N
2_s89,2011,J,477,2,s89,2,0,0,0,0,0,0,Y,N
2_s9,2011,J,397,2,s9,2,0,0,0,0,0,0,Y,N
2_s90,2011,J,478,2,s90,2,0,0,0,0,0,0,Y,N
2_s91,2011,J,479,2,s91,2,0,0,0,0,0,0,Y,N
2_s92,2011,J,480,2,s92,2,0,0,0,0,0,0,Y,N
2_s93,2011,J,481,2,s93,2,0,0,0,0,0,0,Y,N
2_s94,2011,J,482,2,s94,2,0,0,0,0,0,0,Y,N
2_s95,2011,J,483,2,s95,2,0,0,0,0,0,0,Y,N
2_s96,2011,J,484,2,s96,2,0,0,0,0,0,0,Y,N
2_s97,2011,J,485,2,s97,2,0,0,0,0,0,0,Y,N
2_s98,2011,J,486,2,s98,2,0,0,0,0,0,0,Y,N
2_s99,2011,J,487,2,s99,2,0,0,0,0,0,0,Y,N
9_319,2012,A1,221,9,319,17,26.7,0,0,0,0,0,N,N
6_766,2012,A1,158,6,766,15,26.7,0,0,0,0,0,N,N
6_767,2012,A1,159,6,767,13.75,26.7,0,0,0,0,0,N,Y
6_771,2012,A1,163,6,771,20.5,26.7,0,0,0,0,0,N,Y
6_772,2012,A1,164,6,772,19.5,26.7,0,0,0,0,0,N,N
7_774,2012,A1,166,7,774,20,26.7,0,0,0,0,0,N,N
7_780,2012,A1,172,7,780,17.5,26.7,0,0,0,0,0,N,N
7_781,2012,A1,173,7,781,13.5,26.7,0,0,0,0,0,N,N
7_782,2012,A1,174,7,782,19,26.7,0,0,0,0,0,N,Y
7_783,2012,A1,175,7,783,20,26.7,0,0,0,0,0,N,Y
7_784,2012,A1,176,7,784,16.5,26.7,0,0,0,0,0,N,Y
7_789,2012,A1,181,7,789,15,26.7,0,0,0,0,0,N,Y
7_793,2012,A1,185,7,793,19,26.7,0,0,0,0,0,N,Y
9_307,2012,A1,209,9,307,15.75,26.7,0,0,0,0,0,Y,N
9_318,2012,A1,220,9,318,11,26.7,0,0,0,0,0,Y,N
5_763,2012,A2,155,5,763,27.5,476.6,0,0,0,0,0,N,N
6_765,2012,A2,157,6,765,22.5,476.6,0,0,0,0,0,N,Y
6_768,2012,A2,160,6,768,22.5,476.6,0,0,0,0,0,N,Y
6_769,2012,A2,161,6,769,28.5,476.6,0,0,0,0,0,N,Y
7_773,2012,A2,165,7,773,23,476.6,5,1,111,1,0,N,Y
9_303,2012,A2,205,9,303,28.5,476.6,0,0,0,0,0,Y,N
1_715,2012,A2,125,1,715,22,476.6,0,0,0,0,0,Y,N
5_760,2012,A2,152,5,760,26.5,476.6,0,0,0,0,0,Y,N
5_764,2012,A2,156,5,764,30,476.6,0,0,0,0,0,Y,N
6_770,2012,A2,162,6,770,22.5,476.6,0,0,0,0,0,Y,N
7_775,2012,A2,167,7,775,28.5,476.6,0,0,0,0,0,Y,N
7_776,2012,A2,168,7,776,26.5,476.6,0,0,0,0,0,Y,N
1_718,2012,A2,127,1,718,22,476.6,5,1,111,1,115,Y,N
2_750,2012,A2,135,2,750,21.5,476.6,5,1,111,3,322,Y,N
5_759,2012,A3,151,5,759,36.25,668.1,0,0,0,0,0,N,Y
5_761,2012,A3,153,5,761,32,668.1,0,0,0,0,0,N,Y
7_792,2012,A3,184,7,792,35,668.1,0,0,0,0,0,N,Y
7_791,2012,A3,183,7,791,37.5,668.1,0,0,0,0,0,Y,N
7_788,2012,A3,180,7,788,35,668.1,18,2,123,22,7185.2,Y,N
7_779,2012,A4,171,7,779,44,1860,0,0,0,0,0,N,N
7_790,2012,A4,182,7,790,44,1860,0,0,0,0,0,Y,N
1_719,2012,A4,128,1,719,44,1860,181,4,312,87,28414.2,Y,N
9_305,2012,dead,207,9,305,0,0,0,0,0,0,0,N,N
9_306,2012,dead,208,9,306,0,0,0,0,0,0,0,N,N
9_311,2012,dead,213,9,311,0,0,0,0,0,0,0,N,N
9_312,2012,dead,214,9,312,0,0,0,0,0,0,0,N,N
9_313,2012,dead,215,9,313,0,0,0,0,0,0,0,N,N
9_315,2012,dead,217,9,315,0,0,0,0,0,0,0,N,N
1_703,2012,dead,113,1,703,0,0,0,0,0,0,0,N,Y
1_704,2012,dead,114,1,704,0,0,0,0,0,0,0,N,Y
1_705,2012,dead,115,1,705,0,0,0,0,0,0,0,N,N
1_708,2012,dead,118,1,708,0,0,0,0,0,0,0,N,N
1_709,2012,dead,119,1,709,0,0,0,0,0,0,0,N,N
1_710,2012,dead,120,1,710,0,0,0,0,0,0,0,N,N
4_727,2012,dead,146,4,727,0,0,0,0,0,0,0,N,N
4_728,2012,dead,147,4,728,0,0,0,0,0,0,0,N,N
8_732,2012,dead,187,8,732,0,0,0,0,0,0,0,N,N
8_733,2012,dead,188,8,733,0,0,0,0,0,0,0,N,N
8_734,2012,dead,189,8,734,0,0,0,0,0,0,0,N,N
8_735,2012,dead,190,8,735,0,0,0,0,0,0,0,N,N
8_736,2012,dead,191,8,736,0,0,0,0,0,0,0,N,N
8_737,2012,dead,192,8,737,0,0,0,0,0,0,0,N,N
8_740,2012,dead,195,8,740,0,0,0,0,0,0,0,N,N
8_741,2012,dead,196,8,741,0,0,0,0,0,0,0,N,N
8_743,2012,dead,198,8,743,0,0,0,0,0,0,0,N,N
8_744,2012,dead,199,8,744,0,0,0,0,0,0,0,N,N
8_746,2012,dead,201,8,746,0,0,0,0,0,0,0,N,N
3_751,2012,dead,136,3,751,0,0,0,0,0,0,0,N,N
3_753,2012,dead,138,3,753,0,0,0,0,0,0,0,N,N
3_755,2012,dead,140,3,755,0,0,0,0,0,0,0,N,N
3_756,2012,dead,141,3,756,0,0,0,0,0,0,0,N,N
7_785,2012,dead,177,7,785,0,0,0,0,0,0,0,N,N
7_786,2012,dead,178,7,786,0,0,0,0,0,0,0,N,N
8_7482,2012,dead,204,8,7482,0,0,0,0,0,0,0,N,N
2_s155,2012,dead,245,2,s155,2,0,0,0,0,0,0,N,N
2_s156,2012,dead,246,2,s156,2,0,0,0,0,0,0,N,N
5_s156,2012,dead,548,5,s156,2,0,0,0,0,0,0,N,N
2_s157,2012,dead,247,2,s157,2,0,0,0,0,0,0,N,N
2_s158,2012,dead,248,2,s158,2,0,0,0,0,0,0,N,N
2_s159,2012,dead,249,2,s159,2,0,0,0,0,0,0,N,N
5_s159,2012,dead,547,5,s159,2,0,0,0,0,0,0,N,N
2_s160,2012,dead,250,2,s160,2,0,0,0,0,0,0,N,N
2_s161,2012,dead,251,2,s161,2,0,0,0,0,0,0,N,N
2_s162,2012,dead,252,2,s162,2,0,0,0,0,0,0,N,N
2_s163,2012,dead,253,2,s163,2,0,0,0,0,0,0,N,N
2_s164,2012,dead,254,2,s164,2,0,0,0,0,0,0,N,N
2_s165,2012,dead,255,2,s165,2,0,0,0,0,0,0,N,N
2_s166,2012,dead,256,2,s166,2,0,0,0,0,0,0,N,N
2_s167,2012,dead,257,2,s167,2,0,0,0,0,0,0,N,N
2_s168,2012,dead,258,2,s168,2,0,0,0,0,0,0,N,N
2_s169,2012,dead,259,2,s169,2,0,0,0,0,0,0,N,N
2_s170,2012,dead,260,2,s170,2,0,0,0,0,0,0,N,N
2_s171,2012,dead,261,2,s171,2,0,0,0,0,0,0,N,N
6_s171,2012,dead,570,6,s171,2,0,0,0,0,0,0,N,N
2_s172,2012,dead,262,2,s172,2,0,0,0,0,0,0,N,N
6_s172,2012,dead,571,6,s172,2,0,0,0,0,0,0,N,N
2_s173,2012,dead,263,2,s173,2,0,0,0,0,0,0,N,N
6_s173,2012,dead,572,6,s173,2,0,0,0,0,0,0,N,N
2_s174,2012,dead,264,2,s174,2,0,0,0,0,0,0,N,N
5_s174,2012,dead,550,5,s174,2,0,0,0,0,0,0,N,N
2_s175,2012,dead,265,2,s175,2,0,0,0,0,0,0,N,N
5_s175,2012,dead,551,5,s175,2,0,0,0,0,0,0,N,N
2_s176,2012,dead,266,2,s176,2,0,0,0,0,0,0,N,N
5_s176,2012,dead,552,5,s176,2,0,0,0,0,0,0,N,N
2_s177,2012,dead,267,2,s177,2,0,0,0,0,0,0,N,N
2_s178,2012,dead,268,2,s178,2,0,0,0,0,0,0,N,N
2_s179,2012,dead,269,2,s179,2,0,0,0,0,0,0,N,N
2_s180,2012,dead,270,2,s180,2,0,0,0,0,0,0,N,N
2_s181,2012,dead,271,2,s181,2,0,0,0,0,0,0,N,N
2_s182,2012,dead,272,2,s182,2,0,0,0,0,0,0,N,N
2_s183,2012,dead,273,2,s183,2,0,0,0,0,0,0,N,N
2_s184,2012,dead,274,2,s184,2,0,0,0,0,0,0,N,N
2_s185,2012,dead,275,2,s185,2,0,0,0,0,0,0,N,N
2_s186,2012,dead,276,2,s186,2,0,0,0,0,0,0,N,N
2_s187,2012,dead,277,2,s187,2,0,0,0,0,0,0,N,N
2_s188,2012,dead,278,2,s188,2,0,0,0,0,0,0,N,N
2_s189,2012,dead,279,2,s189,2,0,0,0,0,0,0,N,N
2_s190,2012,dead,280,2,s190,2,0,0,0,0,0,0,N,N
2_s191,2012,dead,281,2,s191,2,0,0,0,0,0,0,N,N
2_s192,2012,dead,282,2,s192,2,0,0,0,0,0,0,N,N
2_s193,2012,dead,283,2,s193,2,0,0,0,0,0,0,N,N
2_s194,2012,dead,284,2,s194,2,0,0,0,0,0,0,N,N
2_s195,2012,dead,285,2,s195,2,0,0,0,0,0,0,N,N
2_s196,2012,dead,286,2,s196,2,0,0,0,0,0,0,N,N
2_s197,2012,dead,287,2,s197,2,0,0,0,0,0,0,N,N
2_s198,2012,dead,288,2,s198,2,0,0,0,0,0,0,N,N
2_s199,2012,dead,289,2,s199,2,0,0,0,0,0,0,N,N
2_s200,2012,dead,290,2,s200,2,0,0,0,0,0,0,N,N
2_s201,2012,dead,291,2,s201,2,0,0,0,0,0,0,N,N
2_s202,2012,dead,292,2,s202,2,0,0,0,0,0,0,N,N
2_s203,2012,dead,293,2,s203,2,0,0,0,0,0,0,N,N
2_s204,2012,dead,294,2,s204,2,0,0,0,0,0,0,N,N
2_s205,2012,dead,295,2,s205,2,0,0,0,0,0,0,N,N
2_s206,2012,dead,296,2,s206,2,0,0,0,0,0,0,N,N
2_s207,2012,dead,297,2,s207,2,0,0,0,0,0,0,N,N
2_s208,2012,dead,298,2,s208,2,0,0,0,0,0,0,N,N
2_s209,2012,dead,299,2,s209,2,0,0,0,0,0,0,N,N
2_s210,2012,dead,300,2,s210,2,0,0,0,0,0,0,N,N
2_s211,2012,dead,301,2,s211,2,0,0,0,0,0,0,N,N
2_s212,2012,dead,302,2,s212,2,0,0,0,0,0,0,N,N
2_s213,2012,dead,303,2,s213,2,0,0,0,0,0,0,N,N
2_s214,2012,dead,304,2,s214,2,0,0,0,0,0,0,N,N
2_s215,2012,dead,305,2,s215,2,0,0,0,0,0,0,N,N
2_s216,2012,dead,306,2,s216,2,0,0,0,0,0,0,N,N
2_s217,2012,dead,307,2,s217,2,0,0,0,0,0,0,N,N
2_s218,2012,dead,308,2,s218,2,0,0,0,0,0,0,N,N
2_s219,2012,dead,309,2,s219,2,0,0,0,0,0,0,N,N
2_s220,2012,dead,310,2,s220,2,0,0,0,0,0,0,N,N
2_s221,2012,dead,311,2,s221,2,0,0,0,0,0,0,N,N
2_s222,2012,dead,312,2,s222,2,0,0,0,0,0,0,N,N
2_s223,2012,dead,313,2,s223,2,0,0,0,0,0,0,N,N
2_s224,2012,dead,314,2,s224,2,0,0,0,0,0,0,N,N
2_s225,2012,dead,315,2,s225,2,0,0,0,0,0,0,N,N
2_s226,2012,dead,316,2,s226,2,0,0,0,0,0,0,N,N
2_s227,2012,dead,317,2,s227,2,0,0,0,0,0,0,N,N
2_s228,2012,dead,318,2,s228,2,0,0,0,0,0,0,N,N
2_s229,2012,dead,319,2,s229,2,0,0,0,0,0,0,N,N
2_s230,2012,dead,320,2,s230,2,0,0,0,0,0,0,N,N
2_s231,2012,dead,321,2,s231,2,0,0,0,0,0,0,N,N
2_s232,2012,dead,322,2,s232,2,0,0,0,0,0,0,N,N
2_s233,2012,dead,323,2,s233,2,0,0,0,0,0,0,N,N
2_s234,2012,dead,324,2,s234,2,0,0,0,0,0,0,N,N
2_s235,2012,dead,325,2,s235,2,0,0,0,0,0,0,N,N
2_s236,2012,dead,326,2,s236,2,0,0,0,0,0,0,N,N
2_s237,2012,dead,327,2,s237,2,0,0,0,0,0,0,N,N
2_s238,2012,dead,328,2,s238,2,0,0,0,0,0,0,N,N
2_s239,2012,dead,329,2,s239,2,0,0,0,0,0,0,N,N
2_s240,2012,dead,330,2,s240,2,0,0,0,0,0,0,N,N
2_s241,2012,dead,331,2,s241,2,0,0,0,0,0,0,N,N
2_s242,2012,dead,332,2,s242,2,0,0,0,0,0,0,N,N
2_s243,2012,dead,333,2,s243,2,0,0,0,0,0,0,N,N
2_s244,2012,dead,334,2,s244,2,0,0,0,0,0,0,N,N
2_s245,2012,dead,335,2,s245,2,0,0,0,0,0,0,N,N
2_s246,2012,dead,336,2,s246,2,0,0,0,0,0,0,N,N
2_s247,2012,dead,337,2,s247,2,0,0,0,0,0,0,N,N
2_s248,2012,dead,338,2,s248,2,0,0,0,0,0,0,N,N
2_s249,2012,dead,339,2,s249,2,0,0,0,0,0,0,N,N
2_s250,2012,dead,340,2,s250,2,0,0,0,0,0,0,N,N
2_s251,2012,dead,341,2,s251,2,0,0,0,0,0,0,N,N
2_s252,2012,dead,342,2,s252,2,0,0,0,0,0,0,N,N
2_s253,2012,dead,343,2,s253,2,0,0,0,0,0,0,N,N
2_s254,2012,dead,344,2,s254,2,0,0,0,0,0,0,N,N
2_s255,2012,dead,345,2,s255,2,0,0,0,0,0,0,N,N
2_s256,2012,dead,346,2,s256,2,0,0,0,0,0,0,N,N
2_s257,2012,dead,347,2,s257,2,0,0,0,0,0,0,N,N
2_s258,2012,dead,348,2,s258,2,0,0,0,0,0,0,N,N
2_s259,2012,dead,349,2,s259,2,0,0,0,0,0,0,N,N
2_s260,2012,dead,350,2,s260,2,0,0,0,0,0,0,N,N
2_s261,2012,dead,351,2,s261,2,0,0,0,0,0,0,N,N
2_s262,2012,dead,352,2,s262,2,0,0,0,0,0,0,N,N
2_s263,2012,dead,353,2,s263,2,0,0,0,0,0,0,N,N
2_s264,2012,dead,354,2,s264,2,0,0,0,0,0,0,N,N
2_s265,2012,dead,355,2,s265,2,0,0,0,0,0,0,N,N
2_s266,2012,dead,356,2,s266,2,0,0,0,0,0,0,N,N
2_s267,2012,dead,357,2,s267,2,0,0,0,0,0,0,N,N
2_s268,2012,dead,358,2,s268,2,0,0,0,0,0,0,N,N
2_s269,2012,dead,359,2,s269,2,0,0,0,0,0,0,N,N
2_s270,2012,dead,360,2,s270,2,0,0,0,0,0,0,N,N
2_s271,2012,dead,361,2,s271,2,0,0,0,0,0,0,N,N
2_s272,2012,dead,362,2,s272,2,0,0,0,0,0,0,N,N
2_s273,2012,dead,363,2,s273,2,0,0,0,0,0,0,N,N
2_s274,2012,dead,364,2,s274,2,0,0,0,0,0,0,N,N
2_s275,2012,dead,365,2,s275,2,0,0,0,0,0,0,N,N
2_s276,2012,dead,366,2,s276,2,0,0,0,0,0,0,N,N
2_s277,2012,dead,367,2,s277,2,0,0,0,0,0,0,N,N
2_s278,2012,dead,368,2,s278,2,0,0,0,0,0,0,N,N
2_s279,2012,dead,369,2,s279,2,0,0,0,0,0,0,N,N
2_s280,2012,dead,370,2,s280,2,0,0,0,0,0,0,N,N
2_s281,2012,dead,371,2,s281,2,0,0,0,0,0,0,N,N
2_s282,2012,dead,372,2,s282,2,0,0,0,0,0,0,N,N
2_s283,2012,dead,373,2,s283,2,0,0,0,0,0,0,N,N
2_s284,2012,dead,374,2,s284,2,0,0,0,0,0,0,N,N
2_s285,2012,dead,375,2,s285,2,0,0,0,0,0,0,N,N
2_s286,2012,dead,376,2,s286,2,0,0,0,0,0,0,N,N
2_s287,2012,dead,377,2,s287,2,0,0,0,0,0,0,N,N
2_s288,2012,dead,378,2,s288,2,0,0,0,0,0,0,N,N
9_308,2012,dead,210,9,308,0,0,0,0,0,0,0,Y,N
1_701,2012,dead,111,1,701,0,0,0,0,0,0,0,Y,N
1_702,2012,dead,112,1,702,0,0,0,0,0,0,0,Y,N
1_707,2012,dead,117,1,707,0,0,0,0,0,0,0,Y,N
1_711,2012,dead,121,1,711,0,0,0,0,0,0,0,Y,N
1_713,2012,dead,123,1,713,0,0,0,0,0,0,0,Y,N
1_714,2012,dead,124,1,714,0,0,0,0,0,0,0,Y,N
2_721,2012,dead,130,2,721,0,0,0,0,0,0,0,Y,N
4_724,2012,dead,143,4,724,0,0,0,0,0,0,0,Y,N
4_725,2012,dead,144,4,725,0,0,0,0,0,0,0,Y,N
4_730,2012,dead,149,4,730,0,0,0,0,0,0,0,Y,N
8_739,2012,dead,194,8,739,0,0,0,0,0,0,0,Y,N
8_742,2012,dead,197,8,742,0,0,0,0,0,0,0,Y,N
8_745,2012,dead,200,8,745,0,0,0,0,0,0,0,Y,N
8_747,2012,dead,202,8,747,0,0,0,0,0,0,0,Y,N
3_754,2012,dead,139,3,754,0,0,0,0,0,0,0,Y,N
3_757,2012,dead,142,3,757,0,0,0,0,0,0,0,Y,N
8_7481,2012,dead,203,8,7481,0,0,0,0,0,0,0,Y,N
2_s1,2012,dead,99999,2,s1,2,0,0,0,0,0,0,Y,N
2_s10,2012,dead,398,2,s10,2,0,0,0,0,0,0,Y,N
2_s100,2012,dead,488,2,s100,2,0,0,0,0,0,0,Y,N
2_s101,2012,dead,489,2,s101,2,0,0,0,0,0,0,Y,N
2_s102,2012,dead,490,2,s102,2,0,0,0,0,0,0,Y,N
2_s103,2012,dead,491,2,s103,2,0,0,0,0,0,0,Y,N
2_s104,2012,dead,492,2,s104,2,0,0,0,0,0,0,Y,N
2_s105,2012,dead,493,2,s105,2,0,0,0,0,0,0,Y,N
2_s106,2012,dead,494,2,s106,2,0,0,0,0,0,0,Y,N
2_s107,2012,dead,495,2,s107,2,0,0,0,0,0,0,Y,N
2_s108,2012,dead,496,2,s108,2,0,0,0,0,0,0,Y,N
2_s109,2012,dead,497,2,s109,2,0,0,0,0,0,0,Y,N
2_s11,2012,dead,399,2,s11,2,0,0,0,0,0,0,Y,N
2_s110,2012,dead,498,2,s110,2,0,0,0,0,0,0,Y,N
2_s111,2012,dead,499,2,s111,2,0,0,0,0,0,0,Y,N
2_s112,2012,dead,500,2,s112,2,0,0,0,0,0,0,Y,N
2_s113,2012,dead,501,2,s113,2,0,0,0,0,0,0,Y,N
2_s114,2012,dead,502,2,s114,2,0,0,0,0,0,0,Y,N
2_s115,2012,dead,503,2,s115,2,0,0,0,0,0,0,Y,N
2_s116,2012,dead,504,2,s116,2,0,0,0,0,0,0,Y,N
2_s117,2012,dead,505,2,s117,2,0,0,0,0,0,0,Y,N
2_s118,2012,dead,506,2,s118,2,0,0,0,0,0,0,Y,N
2_s119,2012,dead,507,2,s119,2,0,0,0,0,0,0,Y,N
2_s12,2012,dead,400,2,s12,2,0,0,0,0,0,0,Y,N
2_s120,2012,dead,508,2,s120,2,0,0,0,0,0,0,Y,N
2_s121,2012,dead,509,2,s121,2,0,0,0,0,0,0,Y,N
2_s122,2012,dead,510,2,s122,2,0,0,0,0,0,0,Y,N
2_s123,2012,dead,511,2,s123,2,0,0,0,0,0,0,Y,N
2_s124,2012,dead,512,2,s124,2,0,0,0,0,0,0,Y,N
2_s125,2012,dead,513,2,s125,2,0,0,0,0,0,0,Y,N
2_s126,2012,dead,514,2,s126,2,0,0,0,0,0,0,Y,N
2_s127,2012,dead,515,2,s127,2,0,0,0,0,0,0,Y,N
2_s128,2012,dead,516,2,s128,2,0,0,0,0,0,0,Y,N
2_s129,2012,dead,517,2,s129,2,0,0,0,0,0,0,Y,N
2_s13,2012,dead,401,2,s13,2,0,0,0,0,0,0,Y,N
2_s130,2012,dead,518,2,s130,2,0,0,0,0,0,0,Y,N
2_s131,2012,dead,519,2,s131,2,0,0,0,0,0,0,Y,N
2_s132,2012,dead,520,2,s132,2,0,0,0,0,0,0,Y,N
2_s133,2012,dead,521,2,s133,2,0,0,0,0,0,0,Y,N
2_s134,2012,dead,522,2,s134,2,0,0,0,0,0,0,Y,N
2_s135,2012,dead,523,2,s135,2,0,0,0,0,0,0,Y,N
2_s136,2012,dead,524,2,s136,2,0,0,0,0,0,0,Y,N
2_s137,2012,dead,525,2,s137,2,0,0,0,0,0,0,Y,N
2_s138,2012,dead,526,2,s138,2,0,0,0,0,0,0,Y,N
2_s139,2012,dead,527,2,s139,2,0,0,0,0,0,0,Y,N
2_s14,2012,dead,402,2,s14,2,0,0,0,0,0,0,Y,N
2_s140,2012,dead,528,2,s140,2,0,0,0,0,0,0,Y,N
2_s141,2012,dead,529,2,s141,2,0,0,0,0,0,0,Y,N
2_s142,2012,dead,530,2,s142,2,0,0,0,0,0,0,Y,N
2_s143,2012,dead,531,2,s143,2,0,0,0,0,0,0,Y,N
2_s144,2012,dead,532,2,s144,2,0,0,0,0,0,0,Y,N
2_s145,2012,dead,533,2,s145,2,0,0,0,0,0,0,Y,N
2_s146,2012,dead,534,2,s146,2,0,0,0,0,0,0,Y,N
2_s147,2012,dead,535,2,s147,2,0,0,0,0,0,0,Y,N
2_s148,2012,dead,536,2,s148,2,0,0,0,0,0,0,Y,N
2_s149,2012,dead,537,2,s149,2,0,0,0,0,0,0,Y,N
2_s15,2012,dead,403,2,s15,2,0,0,0,0,0,0,Y,N
2_s150,2012,dead,538,2,s150,2,0,0,0,0,0,0,Y,N
2_s151,2012,dead,539,2,s151,2,0,0,0,0,0,0,Y,N
2_s152,2012,dead,540,2,s152,2,0,0,0,0,0,0,Y,N
2_s153,2012,dead,541,2,s153,2,0,0,0,0,0,0,Y,N
2_s154,2012,dead,542,2,s154,2,0,0,0,0,0,0,Y,N
4_s155,2012,dead,543,4,s155,2,0,0,0,0,0,0,Y,N
4_s156,2012,dead,544,4,s156,2,0,0,0,0,0,0,Y,N
4_s157,2012,dead,545,4,s157,2,0,0,0,0,0,0,Y,N
6_s157,2012,dead,556,6,s157,2,0,0,0,0,0,0,Y,N
4_s158,2012,dead,546,4,s158,2,0,0,0,0,0,0,Y,N
6_s158,2012,dead,557,6,s158,2,0,0,0,0,0,0,Y,N
6_s159,2012,dead,558,6,s159,2,0,0,0,0,0,0,Y,N
2_s16,2012,dead,404,2,s16,2,0,0,0,0,0,0,Y,N
6_s160,2012,dead,559,6,s160,2,0,0,0,0,0,0,Y,N
6_s161,2012,dead,560,6,s161,2,0,0,0,0,0,0,Y,N
6_s162,2012,dead,561,6,s162,2,0,0,0,0,0,0,Y,N
6_s163,2012,dead,562,6,s163,2,0,0,0,0,0,0,Y,N
6_s164,2012,dead,563,6,s164,2,0,0,0,0,0,0,Y,N
6_s165,2012,dead,564,6,s165,2,0,0,0,0,0,0,Y,N
6_s166,2012,dead,565,6,s166,2,0,0,0,0,0,0,Y,N
6_s167,2012,dead,566,6,s167,2,0,0,0,0,0,0,Y,N
6_s168,2012,dead,567,6,s168,2,0,0,0,0,0,0,Y,N
6_s169,2012,dead,568,6,s169,2,0,0,0,0,0,0,Y,N
2_s17,2012,dead,405,2,s17,2,0,0,0,0,0,0,Y,N
6_s170,2012,dead,569,6,s170,2,0,0,0,0,0,0,Y,N
5_s177,2012,dead,553,5,s177,2,0,0,0,0,0,0,Y,N
5_s178,2012,dead,554,5,s178,2,0,0,0,0,0,0,Y,N
5_s179,2012,dead,555,5,s179,2,0,0,0,0,0,0,Y,N
2_s18,2012,dead,406,2,s18,2,0,0,0,0,0,0,Y,N
2_s19,2012,dead,407,2,s19,2,0,0,0,0,0,0,Y,N
2_s2,2012,dead,390,2,s2,2,0,0,0,0,0,0,Y,N
2_s20,2012,dead,408,2,s20,2,0,0,0,0,0,0,Y,N
2_s21,2012,dead,409,2,s21,2,0,0,0,0,0,0,Y,N
2_s22,2012,dead,410,2,s22,2,0,0,0,0,0,0,Y,N
2_s23,2012,dead,411,2,s23,2,0,0,0,0,0,0,Y,N
2_s24,2012,dead,412,2,s24,2,0,0,0,0,0,0,Y,N
2_s25,2012,dead,413,2,s25,2,0,0,0,0,0,0,Y,N
2_s26,2012,dead,414,2,s26,2,0,0,0,0,0,0,Y,N
2_s27,2012,dead,415,2,s27,2,0,0,0,0,0,0,Y,N
2_s28,2012,dead,416,2,s28,2,0,0,0,0,0,0,Y,N
2_s29,2012,dead,417,2,s29,2,0,0,0,0,0,0,Y,N
2_s3,2012,dead,391,2,s3,2,0,0,0,0,0,0,Y,N
2_s30,2012,dead,418,2,s30,2,0,0,0,0,0,0,Y,N
2_s31,2012,dead,419,2,s31,2,0,0,0,0,0,0,Y,N
2_s32,2012,dead,420,2,s32,2,0,0,0,0,0,0,Y,N
2_s33,2012,dead,421,2,s33,2,0,0,0,0,0,0,Y,N
2_s34,2012,dead,422,2,s34,2,0,0,0,0,0,0,Y,N
2_s35,2012,dead,423,2,s35,2,0,0,0,0,0,0,Y,N
2_s36,2012,dead,424,2,s36,2,0,0,0,0,0,0,Y,N
2_s37,2012,dead,425,2,s37,2,0,0,0,0,0,0,Y,N
2_s38,2012,dead,426,2,s38,2,0,0,0,0,0,0,Y,N
2_s39,2012,dead,427,2,s39,2,0,0,0,0,0,0,Y,N
2_s4,2012,dead,392,2,s4,2,0,0,0,0,0,0,Y,N
2_s40,2012,dead,428,2,s40,2,0,0,0,0,0,0,Y,N
2_s41,2012,dead,429,2,s41,2,0,0,0,0,0,0,Y,N
2_s42,2012,dead,430,2,s42,2,0,0,0,0,0,0,Y,N
2_s43,2012,dead,431,2,s43,2,0,0,0,0,0,0,Y,N
2_s44,2012,dead,432,2,s44,2,0,0,0,0,0,0,Y,N
2_s45,2012,dead,433,2,s45,2,0,0,0,0,0,0,Y,N
2_s46,2012,dead,434,2,s46,2,0,0,0,0,0,0,Y,N
2_s47,2012,dead,435,2,s47,2,0,0,0,0,0,0,Y,N
2_s48,2012,dead,436,2,s48,2,0,0,0,0,0,0,Y,N
2_s49,2012,dead,437,2,s49,2,0,0,0,0,0,0,Y,N
2_s5,2012,dead,393,2,s5,2,0,0,0,0,0,0,Y,N
2_s50,2012,dead,438,2,s50,2,0,0,0,0,0,0,Y,N
2_s51,2012,dead,439,2,s51,2,0,0,0,0,0,0,Y,N
2_s52,2012,dead,440,2,s52,2,0,0,0,0,0,0,Y,N
